238 6 (P N Nt A O Af)	
Platynectes_deca_6054	000010
Platynectes_decempunc	000100
Platynectes_Flores_5433	000010
Platynectes_gemellatus	000010
Platynectes_java_2815	000010
Platynectes_Java_4744	000010
Platynectes_kashmiranus	000010
Platynectes_lug_AUS_5669	000100
Platynectes_Luzon_5451	000010
Platynectes_major_6252	000010
Platynectes_manu_5409	000010
Platynectes_molu_5395	000010
Platynectes_monost_2075	000100
Platynectes_monostigma	000100
Platynectes_Nepal_6398	100000
Platynectes_nige_6294	001000
Platynectes_NT	001000
Platynectes_PNG_1279	000100
Platynectes_PNG_2874	000100
Platynectes_reticulosus	000100
Platynectes_semper_2073	000110
Platynectes_Solo_2908	000100
Platynectes_Solo_3336	000100
Platynectes_Sula_3717	000010
Platynectes_Sula_4958	000010
Platynectes_Surin_6299	001000
Platynectes_Surin_6301	001000
Platynectes_tasmaniae	000100
Platynectes_var_Tim_4497	000010
Platynectes_Venez_6288	001000
Platynectes_Venez_6289	001000
Platynectes_VietN_6325	000010
